,County,State,Year,Severity,count(Severity)
5844,Lackawanna,PA,2019,3,56
5845,Richmond City,VA,2019,2,3790
5846,Jasper,SC,2019,3,146
5847,Waupaca,WI,2019,2,11
5848,Williamson,TX,2019,3,163
5849,Hanover,VA,2019,2,84
5850,Franklin,GA,2019,4,5
5851,Essex,MA,2019,4,6
5852,Jackson,IN,2019,4,15
5853,Garrett,MD,2020,3,2
5854,Scott,VA,2020,3,1
5855,Milwaukee,WI,2019,3,966
5856,Williamson,TN,2019,3,111
5857,Anne Arundel,MD,2019,4,137
5858,Columbia,FL,2019,3,116
5859,Freeborn,MN,2019,3,95
5860,Bergen,NJ,2019,1,2
5861,Coosa,AL,2019,2,3
5862,Kittitas,WA,2019,3,16
5863,Eureka,NV,2019,3,10
5864,Effingham,IL,2019,2,7
5865,Prince Georges,MD,2020,3,3
5866,Garvin,OK,2020,3,1
5867,Berks,PA,2019,3,108
5868,Fulton,GA,2019,2,3732
5869,Canadian,OK,2019,2,732
5870,Rankin,MS,2019,3,57
5871,Franklin,OH,2019,4,81
5872,Winnebago,IL,2019,3,51
5873,Conecuh,AL,2019,2,10
5874,Sonoma,CA,2019,3,56
5875,Johnson,IN,2019,3,49
5876,McClain,OK,2019,2,20
5877,Siskiyou,CA,2019,2,189
5878,Preble,OH,2019,2,12
5879,La Crosse,WI,2019,3,11
5880,Clay,IN,2020,4,1
5881,Seward,NE,2020,3,2
5882,Culberson,TX,2020,3,4
5883,Humboldt,IA,2020,3,1
5884,Logan,OK,2020,2,12
5885,Lafourche,LA,2020,3,1
5886,Crawford,IN,2020,2,4
5887,Sacramento,CA,2019,2,10361
5888,Oconee,SC,2019,2,855
5889,Davidson,TN,2019,3,2773
5890,Huntingdon,PA,2019,2,70
5891,Calcasieu,LA,2019,3,188
5892,Wasatch,UT,2019,2,704
5893,Saginaw,MI,2019,3,43
5894,Adams,IA,2019,2,1
5895,Talbot,MD,2019,3,7
5896,Otero,NM,2019,2,7
5897,Hall,GA,2019,4,28
5898,Allegany,MD,2019,3,23
5899,Orange,TX,2020,3,4
5900,Franklin,NY,2020,2,2
5901,Thomas,KS,2020,3,2
5902,Duval,FL,2019,2,2090
5903,Colleton,SC,2019,3,207
5904,McKean,PA,2019,2,75
5905,Cuyahoga,OH,2019,2,1229
5906,Martin,FL,2019,2,61
5907,Ingham,MI,2019,2,137
5908,Chaves,NM,2019,2,1
5909,Washington,VA,2019,2,58
5910,Door,WI,2019,2,2
5911,Shelby,IN,2019,3,13
5912,James City,VA,2019,3,19
5913,Barrow,GA,2019,3,29
5914,Columbus,NC,2019,2,9
5915,Tuscaloosa,AL,2020,4,21
5916,Madison,LA,2020,3,1
5917,Murray,GA,2020,2,1
5918,Berrien,MI,2020,2,44
5919,Placer,CA,2020,4,31
5920,Routt,CO,2020,3,6
5921,Hudson,NJ,2019,3,227
5922,Salt Lake,UT,2019,3,1410
5923,Rockingham,NH,2019,2,471
5924,Mecklenburg,NC,2019,4,66
5925,St. Charles,MO,2019,3,314
5926,Spokane,WA,2019,3,125
5927,Beaver,UT,2019,2,119
5928,Bryan,GA,2019,2,17
5929,Seneca,NY,2019,2,12
5930,Brown,IL,2019,2,1
5931,Medina,OH,2019,2,17
5932,Botetourt,VA,2019,4,28
5933,Rutherford,TN,2019,4,12
5934,Livingston,NY,2019,3,8
5935,St. Martin,LA,2019,2,25
5936,Cheyenne,CO,2020,3,7
5937,Franklin,AL,2020,2,2
5938,Schoharie,NY,2020,3,4
5939,Lamar,GA,2020,2,17
5940,Westchester,NY,2019,3,1132
5941,Forsyth,NC,2019,3,220
5942,Hamilton,OH,2019,3,883
5943,Lunenburg,VA,2019,2,14
5944,Cuyahoga,OH,2019,4,16
5945,Sullivan,NY,2019,2,15
5946,Emery,UT,2019,3,35
5947,Wheeler,OR,2019,2,125
5948,Allen,IN,2019,2,29
5949,Gogebic,MI,2019,2,1
5950,Henry,VA,2019,3,3
5951,Mohave,AZ,2019,3,73
5952,DeKalb,IN,2019,3,3
5953,Salem,NJ,2019,3,12
5954,Champaign,IL,2019,3,10
5955,Cumberland,IL,2020,2,3
5956,Muskingum,OH,2020,4,2
5957,Hardin,TX,2020,1,1
5958,Middlesex,NJ,2019,2,1013
5959,Summit,UT,2019,3,118
5960,Queens,NY,2019,2,2509
5961,Fairfax County,VA,2019,2,1400
5962,Butler,OH,2019,3,44
5963,Franklin,OH,2019,2,1521
5964,Umatilla,OR,2019,2,1282
5965,Venango,PA,2019,3,9
5966,Eureka,NV,2019,2,23
5967,Jefferson Davis,LA,2019,3,17
5968,Morgan,CO,2019,2,8
5969,Pickaway,OH,2019,2,10
5970,Ouachita,LA,2019,3,11
5971,George,MS,2020,2,6
5972,Pike,PA,2020,4,8
5973,Carter,OK,2020,3,2
5974,Coffee,GA,2020,3,1
5975,Polk,FL,2019,2,416
5976,King,WA,2019,1,2
5977,Walton,FL,2019,2,123
5978,Jackson,MS,2019,3,59
5979,Sedgwick,KS,2019,3,8
5980,Lapeer,MI,2020,3,2
5981,Harrison,WV,2020,2,11
5982,Grundy,TN,2020,2,14
5983,Washington,MD,2019,3,139
5984,Duval,FL,2019,3,2703
5985,Pine,MN,2019,2,190
5986,Benton,TN,2019,3,4
5987,Brown,WI,2019,2,324
5988,Boulder,CO,2019,2,114
5989,Clark,IN,2019,3,103
5990,St. Bernard,LA,2019,3,1
5991,Clinton,OH,2019,2,6
5992,Jackson,WI,2019,3,8
5993,Allen,OH,2019,3,7
5994,Douglas,MN,2019,3,13
5995,Solano,CA,2019,4,36
5996,Ouachita,LA,2019,2,9
5997,Indiana,PA,2019,2,8
5998,Humphreys,TN,2020,4,2
5999,Sutton,TX,2020,4,1
6000,Broward,FL,2019,3,2744
6001,Bradford,PA,2019,2,13
6002,Henrico,VA,2019,2,2207
6003,Kent,RI,2019,2,207
6004,Crook,OR,2019,2,219
6005,Saratoga,NY,2019,3,332
6006,Macon,AL,2019,2,47
6007,Broome,NY,2019,3,41
6008,Waynesboro,VA,2019,2,10
6009,Oakland,MI,2019,1,2
6010,Overton,TN,2019,2,6
6011,Crowley,CO,2019,3,3
6012,Clear Creek,CO,2019,2,34
6013,Wythe,VA,2019,4,10
6014,Jasper,IA,2019,2,9
6015,Polk,OR,2019,2,573
6016,Essex,NY,2019,2,9
6017,Ouachita,LA,2020,2,4
6018,Morrow,OH,2020,4,2
6019,Oscoda,MI,2020,2,1
6020,Denton,TX,2020,1,1
6021,Jenkins,GA,2020,2,2
6022,Westchester,NY,2019,2,2846
6023,Hartford,CT,2019,3,970
6024,Baltimore County,MD,2019,3,958
6025,Multnomah,OR,2019,2,6575
6026,Prince William,VA,2019,4,52
6027,Coweta,GA,2019,3,93
6028,Merrimack,NH,2019,3,131
6029,Jefferson,CO,2019,2,900
6030,Pope,MN,2019,2,23
6031,Hinds,MS,2019,2,194
6032,Franklin,MO,2019,2,29
6033,Hinds,MS,2019,4,14
6034,Greene,IN,2019,4,1
6035,Livingston,IL,2019,3,5
6036,Macon-Bibb County,GA,2019,4,28
6037,Livingston,LA,2019,3,41
6038,Pulaski,AR,2019,2,195
6039,Polk,TN,2020,3,1
6040,Travis,TX,2020,1,5
6041,Clearfield,PA,2019,2,158
6042,Harford,MD,2019,2,464
6043,Dodge,NE,2019,2,6
6044,New Castle,DE,2019,3,87
6045,Pike,PA,2019,2,11
6046,Greene,TN,2019,3,18
6047,Butler,PA,2019,2,35
6048,Wright,IA,2019,3,3
6049,Wyandotte,KS,2019,4,32
6050,Lunenburg,VA,2020,3,1
6051,Los Angeles,CA,2019,4,738
6052,Erie,NY,2019,2,847
6053,Florence,SC,2019,2,1317
6054,Williamsburg,SC,2019,2,246
6055,Douglas,NE,2019,3,613
6056,Charles City,VA,2019,2,10
6057,DuPage,IL,2019,3,684
6058,Lewis,TN,2019,3,1
6059,Waukesha,WI,2019,2,295
6060,Sherman,OR,2019,3,21
6061,Cortland,NY,2019,3,7
6062,Washington,OR,2019,3,175
6063,Botetourt,VA,2019,2,91
6064,Blount,AL,2019,3,52
6065,Clear Creek,CO,2019,4,27
6066,Clermont,OH,2019,2,28
6067,Montgomery,IL,2019,2,3
6068,Roane,TN,2019,4,6
6069,White,IL,2020,2,1
6070,Citrus,FL,2020,3,2
6071,Southampton,VA,2020,3,1
6072,Washington,MN,2019,2,1258
6073,Potter,PA,2019,2,31
6074,Seminole,FL,2019,3,427
6075,Lincoln,WA,2019,3,6
6076,Campbell,KY,2019,3,97
6077,Chesapeake,VA,2019,2,204
6078,Fulton,PA,2019,2,14
6079,Mesa,CO,2019,3,22
6080,Lake,OH,2019,2,34
6081,Herkimer,NY,2019,3,51
6082,Warren,VA,2019,4,8
6083,Pershing,NV,2019,3,8
6084,Val Verde,TX,2019,2,1
6085,Madison,TN,2019,2,11
6086,Livingston,NY,2019,2,15
6087,Eureka,NV,2020,3,11
6088,Riverside,CA,2020,1,3
6089,King and Queen,VA,2020,3,2
6090,Copiah,MS,2020,3,1
6091,Bleckley,GA,2020,2,15
6092,Hickman,TN,2019,3,12
6093,New London,CT,2019,3,115
6094,Licking,OH,2019,2,103
6095,Humboldt,NV,2019,2,7
6096,West Baton Rouge,LA,2019,2,55
6097,Dauphin,PA,2019,3,272
6098,Clayton,GA,2019,2,288
6099,Terrebonne,LA,2019,3,13
6100,Lewis,WA,2019,4,7
6101,Bedford,PA,2019,3,53
6102,Jackson,MO,2019,4,131
6103,Virginia Beach,VA,2019,4,13
6104,Chittenden,VT,2019,3,17
6105,Baltimore County,MD,2019,4,155
6106,Richland,SC,2019,4,72
6107,Lunenburg,VA,2019,3,5
6108,Union,PA,2019,3,14
6109,Broward,FL,2019,2,2880
6110,Anoka,MN,2019,2,826
6111,Monterey,CA,2019,2,2197
6112,Delaware,PA,2019,3,300
6113,Strafford,NH,2019,2,110
6114,Harford,MD,2019,3,161
6115,Marion,FL,2019,3,177
6116,Galveston,TX,2019,3,119
6117,Alameda,CA,2019,4,124
6118,Henrico,VA,2019,3,640
6119,Pueblo,CO,2019,2,73
6120,Floyd,IN,2019,3,102
6121,Watonwan,MN,2019,2,31
6122,Pend Oreille,WA,2019,2,3
6123,Rockland,NY,2019,4,29
6124,Cooper,MO,2020,4,2
6125,Stutsman,ND,2020,3,1
6126,Hennepin,MN,2020,1,9
6127,Newberry,SC,2020,1,1
6128,Platte,NE,2020,2,7
6129,Lincoln,OK,2020,3,2
6130,Rockingham,VA,2019,2,66
6131,Morgan,UT,2019,2,185
6132,Rutherford,TN,2019,3,141
6133,Henderson,NC,2019,3,31
6134,Cass,MO,2019,3,51
6135,Yuma,AZ,2019,2,67
6136,Chatham,NC,2019,2,28
6137,Kane,IL,2019,4,22
6138,Wabasha,MN,2019,2,54
6139,Lehigh,PA,2019,4,25
6140,Auglaize,OH,2019,3,5
6141,Olmsted,MN,2020,3,2
6142,Halifax,NC,2020,4,22
6143,Wharton,TX,2020,2,6
6144,Lake,CO,2020,2,5
6145,Grant,WI,2020,2,1
6146,Chesterfield,VA,2019,2,630
6147,Wilkes,GA,2019,3,2
6148,Chesapeake,VA,2019,3,352
6149,Livingston,MI,2019,3,70
6150,Barnwell,SC,2019,2,66
6151,Harrisonburg,VA,2019,3,24
6152,Cumberland,PA,2019,4,16
6153,Franklin,NY,2019,2,4
6154,Choctaw,AL,2019,2,4
6155,Johnson,TX,2020,4,3
6156,Athens,OH,2020,3,1
6157,Dubuque,IA,2020,3,1
6158,Walker,AL,2019,2,136
6159,Madison,AL,2019,2,2488
6160,Blair,PA,2019,2,53
6161,Pasco,FL,2019,2,1180
6162,Dane,WI,2019,2,512
6163,Denton,TX,2019,2,300
6164,Charlotte,FL,2019,3,63
6165,Gaston,NC,2019,2,61
6166,Campbell,KY,2019,2,82
6167,Lawrence,PA,2019,2,27
6168,Beaver,UT,2019,3,40
6169,Beaufort,NC,2019,2,13
6170,Sutter,CA,2019,3,7
6171,Houghton,MI,2020,2,1
6172,Wayne,MS,2020,3,1
6173,Gloucester,NJ,2020,1,3
6174,Humboldt,CA,2020,3,1
6175,St. Louis County,MO,2019,3,1985
6176,Santa Barbara,CA,2019,2,1595
6177,Palm Beach,FL,2019,2,1811
6178,Josephine,OR,2019,3,48
6179,Cecil,MD,2019,3,97
6180,Cibola,NM,2019,3,17
6181,Pasco,FL,2019,3,122
6182,DeSoto,MS,2019,2,68
6183,Polk,NC,2019,3,17
6184,New Kent,VA,2019,2,111
6185,Washington,PA,2019,4,25
6186,Fulton,PA,2019,3,24
6187,Yadkin,NC,2019,3,25
6188,Wilkes,NC,2019,2,8
6189,Buchanan,VA,2019,2,23
6190,Glynn,GA,2019,2,26
6191,Cayuga,NY,2019,2,34
6192,Covington,AL,2019,2,19
6193,Oldham,KY,2019,3,18
6194,Bristol,VA,2019,2,12
6195,Stanly,NC,2020,2,20
6196,Whitley,KY,2020,2,8
6197,Sandoval,NM,2020,4,2
6198,Marion,FL,2019,2,549
6199,Manatee,FL,2019,3,350
6200,Malheur,OR,2019,2,750
6201,Escambia,FL,2019,3,193
6202,Siskiyou,CA,2019,3,16
6203,Harford,MD,2019,4,52
6204,Union,IL,2019,2,1
6205,York,SC,2019,4,17
6206,Monroe,IL,2019,3,3
6207,Tooele,UT,2019,4,11
6208,Wayne,IL,2019,2,3
6209,Upson,GA,2019,3,2
6210,Bradley,TN,2020,4,4
6211,Wayne,WV,2020,4,1
6212,Nicollet,MN,2020,3,1
6213,Baltimore City,MD,2019,4,41
6214,Jasper,IN,2019,3,24
6215,Union,OR,2019,2,622
6216,Newport News,VA,2019,2,160
6217,Iowa,IA,2019,3,22
6218,Sibley,MN,2019,2,79
6219,Fairfield,OH,2019,2,49
6220,Nye,NV,2019,2,22
6221,Livingston,MI,2019,4,40
6222,Habersham,GA,2019,3,4
6223,Huerfano,CO,2019,3,53
6224,Okanogan,WA,2019,3,2
6225,Toombs,GA,2020,3,1
6226,Beauregard,LA,2020,2,2
6227,Whitman,WA,2020,2,8
6228,Ocean,NJ,2019,2,324
6229,Chilton,AL,2019,2,471
6230,Macomb,MI,2019,3,489
6231,Otoe,NE,2019,2,4
6232,Placer,CA,2019,2,1458
6233,St. Louis,MN,2019,2,346
6234,Hardee,FL,2019,2,46
6235,Tangipahoa,LA,2019,3,49
6236,Henderson,TX,2019,2,1
6237,Greene,OH,2019,2,33
6238,Roseau,MN,2019,2,16
6239,Calcasieu,LA,2019,4,15
6240,Grant,KY,2019,2,2
6241,Gilmer,GA,2019,2,8
6242,Butler,AL,2020,4,10
6243,Sussex,DE,2020,2,53
6244,Iosco,MI,2020,2,1
6245,Woodford,KY,2020,4,1
6246,Colleton,SC,2019,2,480
6247,Hennepin,MN,2019,3,3386
6248,Lake,IN,2019,3,401
6249,Clayton,GA,2019,3,510
6250,Hampton,SC,2019,2,98
6251,Fresno,CA,2019,3,105
6252,Northampton,PA,2019,3,47
6253,Warren,NC,2019,2,10
6254,Clark,NV,2019,3,3
6255,Madison,NC,2019,2,6
6256,Floyd,IN,2019,2,23
6257,Greensville,VA,2019,2,12
6258,Miller,MO,2019,2,3
6259,Catawba,NC,2019,3,9
6260,Jefferson,FL,2019,2,14
6261,Putnam,TN,2019,2,19
6262,Delaware,OH,2019,3,37
6263,Davie,NC,2019,3,21
6264,Clinton,IA,2019,3,3
6265,Dallas,TX,2019,1,6
6266,Union,IL,2020,2,2
6267,Catoosa,GA,2020,4,2
6268,Douglas,WI,2020,3,1
6269,Pike,IN,2020,3,1
6270,Warren,NY,2019,3,151
6271,Contra Costa,CA,2019,3,1714
6272,Hall,GA,2019,2,143
6273,Lancaster,SC,2019,2,592
6274,Maricopa,AZ,2019,4,530
6275,Henry,GA,2019,3,343
6276,Plymouth,MA,2019,3,40
6277,Dixie,FL,2019,2,8
6278,Newport News,VA,2019,4,27
6279,Dunn,WI,2019,3,16
6280,Quay,NM,2019,3,7
6281,Fairfield,CT,2019,2,721
6282,Manistee,MI,2020,3,1
6283,Kewaunee,WI,2020,2,1
6284,Comanche,OK,2020,3,1
6285,Lexington,SC,2019,2,2754
6286,Washtenaw,MI,2019,3,167
6287,Collier,FL,2019,2,207
6288,Rockland,NY,2019,2,582
6289,Coffee,AL,2019,2,64
6290,Colusa,CA,2019,2,143
6291,Acadia,LA,2019,2,8
6292,Wapello,IA,2019,3,1
6293,Washington,CO,2020,3,4
6294,Faribault,MN,2020,3,3
6295,Live Oak,TX,2020,2,1
6296,Fairfax County,VA,2019,3,1793
6297,Fairfield,SC,2019,2,212
6298,Harris,TX,2019,3,5758
6299,Orange,NY,2019,2,366
6300,Lee,SC,2019,2,164
6301,Trumbull,OH,2019,3,10
6302,Butler,OH,2019,2,184
6303,White Pine,NV,2019,2,55
6304,Davidson,NC,2019,3,39
6305,Clark,NV,2019,2,48
6306,Union,PA,2019,2,34
6307,Lafayette,FL,2019,2,4
6308,Monroe,GA,2019,4,13
6309,Somerset,MD,2019,2,8
6310,Bulloch,GA,2019,2,19
6311,Woodbury,IA,2019,3,18
6312,Atkinson,GA,2020,2,2
6313,Washington,FL,2020,3,3
6314,Santa Fe,NM,2020,2,21
6315,Coconino,AZ,2019,3,168
6316,Bergen,NJ,2019,2,924
6317,Gwinnett,GA,2019,4,62
6318,Montgomery,MD,2019,4,111
6319,Sarpy,NE,2019,3,62
6320,Frio,TX,2019,3,2
6321,Merced,CA,2019,3,36
6322,Union,NJ,2019,4,25
6323,Woodbury,IA,2019,4,6
6324,Allegany,MD,2019,4,18
6325,Brazos,TX,2019,2,1
6326,Wright,IA,2019,2,3
6327,Barron,WI,2020,3,1
6328,Clarion,PA,2019,3,9
6329,Osceola,FL,2019,3,155
6330,Canadian,OK,2019,3,78
6331,Santa Cruz,CA,2019,2,1531
6332,Shenandoah,VA,2019,4,12
6333,Davie,NC,2019,4,12
6334,Calhoun,IA,2019,3,2
6335,Whiteside,IL,2019,3,5
6336,Colbert,AL,2019,3,4
6337,Montague,TX,2019,2,3
6338,Lincoln,WI,2020,3,1
6339,Marshall,IA,2020,2,5
6340,Greensville,VA,2019,3,16
6341,Lee,SC,2019,3,72
6342,Greene,GA,2019,3,35
6343,Lubbock,TX,2019,3,3
6344,Henry,IN,2019,4,5
6345,Mitchell,TX,2019,4,1
6346,Eagle,CO,2019,3,66
6347,Washtenaw,MI,2019,4,92
6348,Hall,NE,2019,2,5
6349,Madison,OH,2019,2,9
6350,Bond,IL,2019,4,1
6351,Benton,OR,2020,3,6
6352,Kittitas,WA,2020,2,12
6353,Anderson,SC,2019,3,409
6354,Tuolumne,CA,2019,2,387
6355,Carter,KY,2019,3,1
6356,Monmouth,NJ,2019,3,51
6357,Augusta,VA,2019,3,176
6358,Grand,CO,2019,2,8
6359,Rensselaer,NY,2019,2,303
6360,Queen Anne's,MD,2019,2,151
6361,Marion,IN,2019,4,74
6362,Williamson,TN,2019,2,89
6363,Frederick,VA,2019,4,18
6364,Daggett,UT,2019,2,29
6365,San Joaquin,CA,2019,4,24
6366,Effingham,GA,2019,2,12
6367,Harnett,NC,2020,4,25
6368,Garfield,OK,2020,2,1
6369,Burlington,NJ,2020,1,9
6370,Schuyler,NY,2019,2,1
6371,Rock,WI,2019,4,35
6372,Warren,OH,2019,3,50
6373,Cobb,GA,2019,2,636
6374,Wakulla,FL,2019,2,47
6375,Shasta,CA,2019,2,573
6376,Passaic,NJ,2019,3,104
6377,Hamilton,IN,2019,2,69
6378,Jasper,MO,2019,2,29
6379,Cedar,IA,2019,4,5
6380,Knox,TN,2019,4,23
6381,Manitowoc,WI,2020,2,1
6382,San Miguel,NM,2020,3,1
6383,Mecklenburg,NC,2019,3,1791
6384,Johnson,KS,2019,3,595
6385,Otsego,MI,2019,4,2
6386,West Baton Rouge,LA,2019,3,100
6387,Hendry,FL,2019,2,33
6388,Stearns,MN,2019,3,71
6389,Rio Grande,CO,2019,3,5
6390,Gratiot,MI,2020,2,4
6391,Broward,FL,2020,1,163
6392,Andrew,MO,2020,2,1
6393,Dorchester,SC,2019,3,168
6394,Olmsted,MN,2019,2,347
6395,Monroe,GA,2019,2,44
6396,Isle of Wight,VA,2019,2,71
6397,Baker,OR,2019,4,14
6398,Spalding,GA,2019,2,42
6399,Van Buren,MI,2019,3,50
6400,Hidalgo,NM,2019,3,11
6401,Morrow,OR,2019,3,11
6402,Grundy,IL,2019,3,14
6403,Ionia,MI,2019,2,6
6404,Middlesex,VA,2019,2,17
6405,Smith,TN,2020,2,14
6406,St. Francois,MO,2020,2,4
6407,Creek,OK,2020,3,9
6408,Clarke,AL,2019,2,3
6409,Lane,OR,2019,2,2725
6410,Colleton,SC,2019,4,7
6411,Peach,GA,2019,3,40
6412,Skamania,WA,2019,2,12
6413,Warren,MO,2019,3,9
6414,Mitchell,TX,2019,3,14
6415,Winkler,TX,2020,2,2
6416,Washington,AL,2020,2,6
6417,Tulare,CA,2020,1,53
6418,Sullivan,PA,2020,2,24
6419,Benewah,ID,2020,2,11
6420,Luna,NM,2020,2,30
6421,Shenandoah,VA,2019,3,98
6422,Horry,SC,2019,2,3589
6423,Jackson,MO,2019,2,820
6424,New Haven,CT,2019,3,553
6425,Madison,IL,2019,3,59
6426,Barbour,AL,2019,2,33
6427,Cumberland,NC,2019,3,47
6428,Douglas,GA,2019,2,92
6429,Douglas,OR,2019,2,2283
6430,Mower,MN,2019,3,22
6431,Grant,WI,2019,2,1
6432,San Jacinto,TX,2019,2,5
6433,Darke,OH,2019,2,19
6434,West Baton Rouge,LA,2019,4,9
6435,Haralson,GA,2020,2,23
6436,Tama,IA,2020,2,3
6437,Jim Wells,TX,2020,3,1
6438,Calhoun,SC,2019,2,159
6439,Clark,WA,2019,2,269
6440,Loudoun,VA,2019,3,63
6441,Peoria,IL,2019,3,6
6442,Aiken,SC,2019,3,58
6443,Multnomah,OR,2019,4,171
6444,Yazoo,MS,2020,3,1
6445,Baca,CO,2020,2,7
6446,Columbia,WI,2020,4,16
6447,San Mateo,CA,2020,4,72
6448,Martin,NC,2020,2,4
6449,Genesee,MI,2019,2,4928
6450,Bartholomew,IN,2019,2,42
6451,Tattnall,GA,2019,3,1
6452,Shelby,AL,2019,2,386
6453,Wilson,TN,2019,3,49
6454,Polk,GA,2019,2,6
6455,Ascension,LA,2019,3,52
6456,Jefferson,AR,2019,3,6
6457,James City,VA,2019,2,12
6458,Madison,LA,2020,4,3
6459,Yancey,NC,2020,2,1
6460,Montgomery,IN,2020,3,6
6461,Saratoga,NY,2019,2,670
6462,Dauphin,PA,2019,2,214
6463,Indian River,FL,2019,3,44
6464,Denver,CO,2019,2,2668
6465,Luzerne,PA,2019,3,73
6466,Monroe,GA,2019,3,94
6467,Cleveland,OK,2019,3,104
6468,Bedford,PA,2019,2,54
6469,McLennan,TX,2019,4,2
6470,Troup,GA,2019,2,47
6471,Herkimer,NY,2019,2,21
6472,Delaware,IN,2019,4,13
6473,Richmond,NC,2019,2,10
6474,Las Animas,CO,2019,2,7
6475,Webster,LA,2019,3,10
6476,Patrick,VA,2019,3,2
6477,Brooks,TX,2020,2,1
6478,Harrison,WV,2020,3,1
6479,Grundy,IA,2020,3,1
6480,Kings,NY,2019,3,1114
6481,Hudson,NJ,2019,2,628
6482,Richmond,NY,2019,3,252
6483,Jones,MS,2019,3,14
6484,Sanpete,UT,2019,2,145
6485,Arapahoe,CO,2019,3,560
6486,Union,OH,2019,2,21
6487,Kane,UT,2019,2,64
6488,Warrick,IN,2019,3,3
6489,Gordon,GA,2019,3,18
6490,Beaver,UT,2019,4,1
6491,Washington,UT,2019,4,56
6492,Trousdale,TN,2020,2,1
6493,Jefferson,GA,2020,2,1
6494,Hoke,NC,2020,2,5
6495,Branch,MI,2020,2,1
6496,Cleveland,OK,2020,1,1
6497,Ogemaw,MI,2020,2,1
6498,Washington,NY,2019,2,106
6499,Fairfield,CT,2019,3,679
6500,Dale,AL,2019,2,54
6501,Tillamook,OR,2019,2,598
6502,Washington,UT,2019,3,126
6503,Hopewell,VA,2019,2,3
6504,Laurens,GA,2019,3,10
6505,Fairfield,OH,2019,3,15
6506,Jones,MS,2019,2,23
6507,Stanly,NC,2020,3,3
6508,Livingston,MO,2020,2,1
6509,Maury,TN,2020,2,10
6510,Montcalm,MI,2020,3,1
6511,Pinellas,FL,2019,2,2894
6512,Laurens,SC,2019,3,141
6513,Orangeburg,SC,2019,2,1147
6514,Hamilton,TN,2019,3,514
6515,Rice,MN,2019,2,250
6516,Schenectady,NY,2019,2,168
6517,Hays,TX,2019,4,9
6518,York,VA,2019,2,60
6519,Radford,VA,2019,2,3
6520,Franklin,WA,2019,3,3
6521,DeKalb,IL,2019,2,8
6522,Vanderburgh,IN,2019,2,23
6523,Juneau,WI,2019,3,21
6524,Halifax,NC,2019,2,18
6525,Ottawa,MI,2019,2,171
6526,Wayne,IN,2019,2,352
6527,Cassia,ID,2019,4,7
6528,Clarion,PA,2020,3,3
6529,Madison,FL,2019,2,38
6530,Pike,AL,2019,2,207
6531,DeKalb,GA,2019,2,1093
6532,Barnstable,MA,2019,2,230
6533,St. Joseph,MI,2019,2,5
6534,Franklin,NC,2019,2,17
6535,Dodge,MN,2019,2,49
6536,Porter,IN,2019,2,15
6537,Boone,IN,2019,4,34
6538,Allen,IN,2020,4,23
6539,Kimble,TX,2020,2,2
6540,Cook,GA,2020,2,12
6541,Placer,CA,2019,3,378
6542,Beaufort,SC,2019,2,693
6543,Knox,TN,2019,2,141
6544,Tazewell,IL,2019,3,48
6545,Morrison,MN,2019,2,98
6546,Burlington,NJ,2019,3,193
6547,Clark,IN,2019,4,22
6548,Blount,TN,2019,2,18
6549,Fluvanna,VA,2019,2,6
6550,New London,CT,2019,4,73
6551,Langlade,WI,2020,2,2
6552,Stewart,GA,2020,3,2
6553,Carter,KY,2020,3,1
6554,Hernando,FL,2020,1,9
6555,Norfolk,MA,2019,2,537
6556,Orange,CA,2019,2,10329
6557,Hillsborough,FL,2019,3,1698
6558,Wyandotte,KS,2019,3,422
6559,Flagler,FL,2019,2,52
6560,Johnson,IA,2019,2,34
6561,Seminole,FL,2019,2,428
6562,Summit,UT,2019,2,666
6563,Lincoln,NM,2019,2,4
6564,Spotsylvania,VA,2019,2,59
6565,Hamilton,NE,2019,2,4
6566,Hopewell,VA,2019,3,10
6567,Pender,NC,2019,3,18
6568,Van Buren,MI,2019,4,31
6569,Ozaukee,WI,2019,2,15
6570,Lowndes,GA,2019,4,17
6571,Mohave,AZ,2019,4,41
6572,Alexander,NC,2019,2,2
6573,Grant,WA,2020,4,3
6574,Talladega,AL,2020,4,8
6575,Marshall,IN,2020,2,5
6576,Miami,OH,2019,3,18
6577,Sumter,FL,2019,3,103
6578,LaPorte,IN,2019,4,16
6579,Hamilton,IA,2019,2,4
6580,Bland,VA,2019,3,15
6581,Goochland,VA,2019,2,66
6582,Warren,TN,2019,2,2
6583,Monroe,MI,2019,4,61
6584,Nash,NC,2019,2,22
6585,Haralson,GA,2019,2,13
6586,Barrow,GA,2019,4,22
6587,Guthrie,IA,2019,2,2
6588,Bedford,PA,2020,4,8
6589,Bremer,IA,2020,3,1
6590,New Castle,DE,2019,2,1371
6591,Nevada,CA,2019,3,139
6592,Alameda,CA,2019,3,4910
6593,San Joaquin,CA,2019,3,551
6594,Unicoi,TN,2019,3,9
6595,York,VA,2019,3,128
6596,Columbia,FL,2019,2,136
6597,Putnam,TN,2019,3,40
6598,Jackson,MS,2019,2,115
6599,Marinette,WI,2019,3,1
6600,St. Martin,LA,2019,3,61
6601,Greene,VA,2019,3,8
6602,Dickson,TN,2019,3,18
6603,Sumner,KS,2019,3,3
6604,Hampshire,MA,2019,3,10
6605,Columbia,FL,2019,4,20
6606,Platte,MO,2019,4,10
6607,Fayette,AL,2019,2,3
6608,Eureka,NV,2019,4,1
6609,Huntington,IN,2019,3,11
